month,category,monthly_income,prev_month_expense,savings_rate,expense_ratio,safe_spending_limit
12,Investment,73167,22013.32,0.6991,0.3009,51738.65
2,Travel,319324,46061.27,0.8558,0.1442,227847.4
6,Rent,404177,75071.99,0.8143,0.1857,275512.21
11,Medical,174272,9647.27,0.9446,0.0554,117348.12
4,Food,122258,12166.6,0.9005,0.0995,85452.58
3,Bills,380131,14843.98,0.961,0.039,271659.99
11,Shopping,76660,8405.42,0.8904,0.1096,53854.41
1,Shopping,155777,14786.36,0.9051,0.0949,109217.51
5,Food,195593,26811.63,0.8629,0.1371,138845.02
8,Entertainment,34817,1492.61,0.9571,0.0429,22861.09
3,Entertainment,69862,5433.79,0.9222,0.0778,48958.57
4,Medical,113318,2779.81,0.9755,0.0245,78870.11
6,Travel,19214,2689.92,0.86,0.14,13613.9
6,Shopping,152463,18459.88,0.8789,0.1211,109661.59
6,Bills,31367,2724.91,0.9131,0.0869,21460.57
12,Travel,77927,15211.22,0.8048,0.1952,55236.01
2,Travel,305136,41625.67,0.8636,0.1364,208597.78
10,Entertainment,88786,6541.18,0.9263,0.0737,62328.04
1,Travel,51234,6414.86,0.8748,0.1252,36542.1
4,Bills,58315,3806.68,0.9347,0.0653,41610.61
5,Food,53776,8269.37,0.8462,0.1538,38000.51
6,Bills,157412,10545.71,0.933,0.067,109094.77
1,Entertainment,201298,3282.23,0.9837,0.0163,140071.28
8,Rent,21480,8857.13,0.5877,0.4123,15091.22
7,Travel,120943,6163.95,0.949,0.051,83122.26
11,Medical,196706,9611.22,0.9511,0.0489,143908.7
8,Entertainment,488596,28962.87,0.9407,0.0593,341437.0
10,Travel,219965,13795.32,0.9373,0.0627,162093.11
11,Bills,289128,33033.23,0.8857,0.1143,212212.9
4,Investment,23934,3905.88,0.8368,0.1632,15571.97
6,Rent,125056,34662.79,0.7228,0.2772,84071.28
11,Food,91336,16982.51,0.8141,0.1859,64145.39
10,Travel,151304,28059.21,0.8146,0.1854,115196.95
8,Investment,470158,95651.71,0.7966,0.2034,334358.89
9,Medical,111921,7282.58,0.9349,0.0651,79662.72
3,Entertainment,66767,3947.34,0.9409,0.0591,44996.69
1,Food,19044,3896.88,0.7954,0.2046,12760.85
8,Travel,186717,10243.33,0.9451,0.0549,128308.84
9,Shopping,22747,2299.86,0.8989,0.1011,15184.56
12,Groceries,126624,15660.12,0.8763,0.1237,95442.0
8,Entertainment,47109,1623.41,0.9655,0.0345,32200.29
1,Entertainment,45624,3226.75,0.9293,0.0707,29815.25
8,Bills,293217,23791.55,0.9189,0.0811,194772.62
11,Groceries,39539,5826.47,0.8526,0.1474,28212.7
10,Shopping,46016,7844.72,0.8295,0.1705,34037.81
7,Bills,377088,24514.63,0.935,0.065,265219.77
6,Food,167073,11506.39,0.9311,0.0689,113343.72
1,Bills,187731,7454.46,0.9603,0.0397,128840.03
8,Entertainment,55274,4216.02,0.9237,0.0763,38560.33
12,Groceries,122423,21265.99,0.8263,0.1737,89174.19
9,Bills,283317,24231.44,0.9145,0.0855,198156.79
8,Groceries,177252,20609.67,0.8837,0.1163,116873.74
5,Groceries,17091,3623.05,0.788,0.212,11997.21
10,Investment,69973,8748.24,0.875,0.125,51466.9
2,Shopping,45205,4461.52,0.9013,0.0987,31348.71
12,Travel,171752,14840.39,0.9136,0.0864,127868.22
11,Entertainment,414239,24038.1,0.942,0.058,288381.08
8,Entertainment,84920,6409.5,0.9245,0.0755,59869.96
1,Entertainment,25173,1468.41,0.9417,0.0583,17215.24
1,Medical,127062,7666.38,0.9397,0.0603,85071.62
7,Rent,26859,5158.76,0.8079,0.1921,17604.92
3,Medical,17400,1529.02,0.9121,0.0879,11936.18
3,Entertainment,31172,3039.78,0.9025,0.0975,21768.27
7,Groceries,74501,11039.91,0.8518,0.1482,48872.17
7,Groceries,264336,43168.29,0.8367,0.1633,190142.0
11,Investment,32430,7554.13,0.7671,0.2329,23897.44
4,Rent,18506,4312.02,0.767,0.233,13295.92
10,Travel,18939,5020.93,0.7349,0.2651,12919.4
8,Investment,51730,15762.82,0.6953,0.3047,37044.92
3,Shopping,18067,2872.58,0.841,0.159,11830.9
3,Rent,429774,122044.18,0.716,0.284,302992.5
3,Entertainment,42960,1106.0,0.9743,0.0257,28175.72
2,Travel,177041,22537.66,0.8727,0.1273,127190.58
9,Travel,66463,12493.7,0.812,0.188,43895.8
1,Travel,118602,10138.7,0.9145,0.0855,79899.7
9,Shopping,45957,5132.31,0.8883,0.1117,32310.37
12,Investment,22739,2247.0,0.9012,0.0988,15790.8
11,Medical,18621,707.23,0.962,0.038,13404.95
10,Medical,496876,24643.41,0.9504,0.0496,345400.35
11,Bills,147260,14112.35,0.9042,0.0958,104732.74
6,Shopping,167998,4900.19,0.9708,0.0292,120665.12
12,Bills,96267,15821.54,0.8356,0.1644,68137.76
1,Travel,27988,1857.17,0.9336,0.0664,20104.26
4,Rent,15381,5682.93,0.6305,0.3695,10192.27
2,Food,50770,6047.8,0.8809,0.1191,35910.54
3,Food,197896,25791.14,0.8697,0.1303,134776.73
9,Medical,15164,318.45,0.979,0.021,10795.93
5,Travel,61919,11241.41,0.8184,0.1816,44037.52
6,Shopping,99909,8669.92,0.9132,0.0868,71767.84
6,Entertainment,96739,5200.18,0.9462,0.0538,64091.55
4,Shopping,329172,26586.23,0.9192,0.0808,214378.85
12,Food,58870,12400.35,0.7894,0.2106,43163.18
6,Investment,128773,19249.86,0.8505,0.1495,85904.7
8,Rent,487347,97974.12,0.799,0.201,342055.22
3,Investment,50554,8418.61,0.8335,0.1665,34438.86
4,Entertainment,17863,925.36,0.9482,0.0518,12795.03
12,Food,56749,17530.29,0.6911,0.3089,41254.55
5,Medical,421646,17366.48,0.9588,0.0412,274177.03
6,Bills,59750,4946.06,0.9172,0.0828,39319.35
7,Rent,168402,42265.0,0.749,0.251,118609.52
10,Entertainment,63202,4666.67,0.9262,0.0738,47136.8
2,Bills,23964,2003.98,0.9164,0.0836,16466.25
7,Food,157407,16198.83,0.8971,0.1029,108047.72
5,Travel,15733,1402.09,0.9109,0.0891,10931.67
11,Entertainment,29003,1263.07,0.9565,0.0435,19817.62
7,Medical,35387,1482.45,0.9581,0.0419,24942.28
8,Entertainment,28455,1589.2,0.9442,0.0558,20047.5
9,Entertainment,28101,984.18,0.965,0.035,18888.83
5,Medical,20043,1339.37,0.9332,0.0668,13307.47
6,Entertainment,24275,1102.44,0.9546,0.0454,17414.13
9,Entertainment,19008,1854.92,0.9024,0.0976,12461.11
3,Groceries,47921,8498.76,0.8227,0.1773,32523.13
11,Shopping,19226,2180.03,0.8866,0.1134,13957.36
5,Bills,64945,7299.75,0.8876,0.1124,45053.71
2,Groceries,479837,37289.43,0.9223,0.0777,324147.58
1,Rent,23682,9547.03,0.5969,0.4031,16023.58
4,Rent,40248,13285.75,0.6699,0.3301,27607.32
4,Bills,24784,1212.31,0.9511,0.0489,17300.21
10,Bills,221360,18124.01,0.9181,0.0819,162984.36
11,Shopping,47777,10163.97,0.7873,0.2127,35093.85
12,Shopping,18330,863.36,0.9529,0.0471,13159.48
9,Medical,43499,1955.74,0.955,0.045,30066.11
7,Medical,41077,3260.72,0.9206,0.0794,27783.34
11,Shopping,88433,14102.24,0.8405,0.1595,63992.76
2,Food,93952,5926.45,0.9369,0.0631,63375.42
3,Food,194339,26501.93,0.8636,0.1364,128927.35
6,Investment,33523,2161.48,0.9355,0.0645,22899.96
1,Shopping,20209,2530.04,0.8748,0.1252,13586.93
5,Food,127961,8459.37,0.9339,0.0661,90371.23
3,Medical,411926,20114.87,0.9512,0.0488,278335.8
7,Shopping,179619,12977.69,0.9277,0.0723,128958.5
4,Bills,493503,38819.21,0.9213,0.0787,340761.7
3,Investment,112593,17520.28,0.8444,0.1556,75176.37
7,Rent,80447,14656.82,0.8178,0.1822,57334.23
8,Travel,204542,25422.81,0.8757,0.1243,145753.39
6,Entertainment,165334,8340.11,0.9496,0.0504,110699.18
4,Bills,49986,5718.28,0.8856,0.1144,32967.67
3,Groceries,15706,1539.3,0.902,0.098,10519.96
11,Entertainment,30605,2259.58,0.9262,0.0738,20984.4
12,Groceries,78704,9041.89,0.8851,0.1149,54593.91
2,Bills,480274,39000.13,0.9188,0.0812,318050.84
2,Investment,34189,3896.35,0.886,0.114,23390.59
5,Medical,37504,2732.68,0.9271,0.0729,24417.17
11,Travel,105063,17342.88,0.8349,0.1651,79803.57
11,Groceries,255817,18340.88,0.9283,0.0717,180768.87
1,Travel,29490,4146.11,0.8594,0.1406,20667.16
3,Bills,80945,6112.3,0.9245,0.0755,54480.54
7,Groceries,178251,21565.96,0.879,0.121,118798.41
11,Groceries,17995,3275.04,0.818,0.182,12869.87
2,Travel,112119,4915.47,0.9562,0.0438,78853.25
5,Travel,22588,2835.78,0.8745,0.1255,15630.22
4,Bills,68929,4584.71,0.9335,0.0665,49155.01
5,Food,21371,5316.18,0.7512,0.2488,14732.71
5,Investment,111782,25633.63,0.7707,0.2293,79006.79
9,Medical,61600,2134.57,0.9653,0.0347,40886.67
4,Food,49490,5606.21,0.8867,0.1133,35460.0
5,Groceries,169857,26150.24,0.846,0.154,118770.0
2,Travel,379813,11318.36,0.9702,0.0298,265539.28
5,Shopping,74972,11182.29,0.8508,0.1492,52854.27
11,Shopping,468695,56467.68,0.8795,0.1205,356149.77
4,Medical,20236,927.77,0.9542,0.0458,13424.97
3,Rent,239066,56841.33,0.7622,0.2378,159018.91
4,Travel,44122,7729.43,0.8248,0.1752,29536.13
5,Rent,130968,24288.66,0.8145,0.1855,91685.69
7,Medical,73578,2904.81,0.9605,0.0395,49523.11
4,Investment,71009,7202.41,0.8986,0.1014,51112.63
1,Bills,114031,10418.48,0.9086,0.0914,79086.56
5,Travel,23550,2595.35,0.8898,0.1102,16084.0
6,Groceries,55410,8691.09,0.8431,0.1569,36853.25
2,Entertainment,17186,1654.13,0.9038,0.0962,11288.36
7,Medical,15663,1533.56,0.9021,0.0979,11227.55
10,Groceries,42574,9282.28,0.782,0.218,30351.33
10,Groceries,341256,69303.19,0.7969,0.2031,238140.77
4,Bills,365432,20510.56,0.9439,0.0561,251680.95
1,Shopping,473359,18624.46,0.9607,0.0393,312962.69
4,Bills,173957,13853.46,0.9204,0.0796,118563.66
3,Groceries,77908,10930.1,0.8597,0.1403,55839.46
12,Bills,42962,5683.94,0.8677,0.1323,30604.38
2,Shopping,36443,5630.7,0.8455,0.1545,25101.79
10,Groceries,461984,88261.7,0.809,0.191,326088.09
11,Shopping,69588,9338.72,0.8658,0.1342,49230.08
3,Food,52830,5440.93,0.897,0.103,37283.59
5,Entertainment,214879,11640.15,0.9458,0.0542,145929.77
3,Rent,32023,10681.41,0.6664,0.3336,21560.98
11,Rent,205634,107316.24,0.4781,0.5219,152935.54
2,Medical,34396,2486.19,0.9277,0.0723,24721.53
8,Bills,138123,9903.89,0.9283,0.0717,96823.52
3,Travel,22367,2831.08,0.8734,0.1266,15876.07
7,Food,89206,8218.85,0.9079,0.0921,59020.48
10,Food,30369,2967.5,0.9023,0.0977,21722.02
12,Entertainment,181825,7338.81,0.9596,0.0404,130766.36
7,Bills,24624,1928.3,0.9217,0.0783,17366.07
9,Medical,153142,6353.41,0.9585,0.0415,106468.55
10,Food,115677,22813.31,0.8028,0.1972,84723.44
3,Groceries,194257,21614.28,0.8887,0.1113,135279.95
6,Medical,41059,2000.96,0.9513,0.0487,28600.6
10,Bills,16359,1045.33,0.9361,0.0639,11750.52
12,Shopping,88915,6344.06,0.9287,0.0713,64407.79
8,Medical,334267,8070.27,0.9759,0.0241,238232.2
4,Food,61315,13003.3,0.7879,0.2121,41252.61
10,Bills,33144,4979.21,0.8498,0.1502,24543.24
5,Food,80498,6482.08,0.9195,0.0805,56711.07
5,Food,18735,2809.11,0.8501,0.1499,12340.46
1,Medical,208616,7881.14,0.9622,0.0378,144200.03
10,Medical,273744,21331.15,0.9221,0.0779,201723.55
1,Travel,298977,32283.55,0.892,0.108,205347.54
10,Travel,21147,4994.42,0.7638,0.2362,15324.92
4,Rent,20106,7554.09,0.6243,0.3757,13967.44
8,Food,397632,43291.25,0.8911,0.1089,258935.01
12,Entertainment,477935,36600.62,0.9234,0.0766,340701.21
5,Entertainment,119798,8947.92,0.9253,0.0747,83705.93
7,Investment,146108,15024.97,0.8972,0.1028,102767.73
8,Entertainment,293062,17157.5,0.9415,0.0585,210419.06
11,Groceries,18077,2948.27,0.8369,0.1631,12933.91
7,Food,29662,5001.86,0.8314,0.1686,19573.6
11,Investment,39911,10923.93,0.7263,0.2737,29037.56
2,Entertainment,18687,1418.34,0.9241,0.0759,12198.31
11,Groceries,66008,7413.31,0.8877,0.1123,47140.87
7,Food,21753,2531.76,0.8836,0.1164,14190.71
9,Rent,22121,5531.23,0.75,0.25,15139.09
11,Rent,441372,118466.69,0.7316,0.2684,305362.19
5,Bills,145085,7184.32,0.9505,0.0495,97696.84
5,Investment,93412,26934.05,0.7117,0.2883,61859.48
9,Investment,457130,22049.32,0.9518,0.0482,301040.38
6,Shopping,403347,33511.74,0.9169,0.0831,290404.45
10,Medical,454644,12115.03,0.9734,0.0266,324888.32
9,Food,179688,11287.92,0.9372,0.0628,116932.45
4,Groceries,131722,6557.43,0.9502,0.0498,88933.0
10,Shopping,68780,6185.11,0.9101,0.0899,48103.81
12,Food,35205,9347.23,0.7345,0.2655,26735.81
1,Entertainment,25969,1512.54,0.9418,0.0582,16881.13
9,Groceries,410148,24167.56,0.9411,0.0589,270057.11
11,Investment,137850,16272.9,0.882,0.118,98648.02
2,Groceries,23251,2375.09,0.8978,0.1022,16451.16
9,Food,466377,26156.99,0.9439,0.0561,317546.71
7,Groceries,17412,2861.03,0.8357,0.1643,11341.45
5,Bills,59288,4111.73,0.9306,0.0694,40309.04
5,Shopping,159345,12582.04,0.921,0.079,110790.29
1,Travel,49748,3961.61,0.9204,0.0796,33009.63
10,Investment,316298,47225.52,0.8507,0.1493,233857.9
5,Entertainment,41085,2827.21,0.9312,0.0688,27527.55
1,Investment,53990,4111.78,0.9238,0.0762,36292.7
5,Rent,57342,15482.26,0.73,0.27,37989.42
8,Rent,116034,31133.28,0.7317,0.2683,81830.86
3,Groceries,257523,20694.61,0.9196,0.0804,181393.29
9,Travel,109458,13720.28,0.8747,0.1253,75836.68
2,Medical,175756,7187.56,0.9591,0.0409,122524.87
2,Medical,439576,33120.43,0.9247,0.0753,309953.9
12,Entertainment,21887,2177.9,0.9005,0.0995,15504.83
6,Bills,428498,34315.52,0.9199,0.0801,304943.23
2,Medical,80190,2476.31,0.9691,0.0309,53626.62
11,Bills,451674,28252.16,0.9375,0.0625,336833.23
11,Food,42837,5988.1,0.8602,0.1398,29251.32
10,Medical,34657,3371.88,0.9027,0.0973,25655.39
10,Medical,22089,2175.28,0.9015,0.0985,15745.66
11,Medical,21232,1335.09,0.9371,0.0629,14727.06
9,Shopping,164219,20374.19,0.8759,0.1241,110191.76
6,Entertainment,94737,2656.01,0.972,0.028,64376.92
9,Food,22500,3510.7,0.844,0.156,15781.18
1,Investment,15472,3546.42,0.7708,0.2292,10672.39
11,Rent,27404,11344.6,0.586,0.414,19104.03
1,Travel,15094,3525.11,0.7665,0.2335,10595.74
1,Investment,22468,1509.88,0.9328,0.0672,16031.42
4,Shopping,31001,5302.46,0.829,0.171,20819.99
7,Medical,25896,1233.44,0.9524,0.0476,16922.42
3,Medical,56879,6127.3,0.8923,0.1077,39868.72
8,Entertainment,24219,1847.85,0.9237,0.0763,16224.91
2,Shopping,40231,4392.7,0.8908,0.1092,26937.82
10,Investment,469750,126020.04,0.7317,0.2683,317848.87
8,Travel,117455,3136.44,0.9733,0.0267,77310.55
10,Medical,53154,2612.23,0.9509,0.0491,38420.59
2,Shopping,43538,5515.7,0.8733,0.1267,28511.97
12,Bills,18862,1695.52,0.9101,0.0899,13981.48
6,Medical,33312,1937.64,0.9418,0.0582,23310.06
8,Bills,29543,2627.49,0.9111,0.0889,20690.83
4,Shopping,127937,6773.84,0.9471,0.0529,86637.25
5,Food,30231,2618.12,0.9134,0.0866,19922.65
8,Groceries,161713,17044.71,0.8946,0.1054,106392.31
8,Shopping,158951,18138.05,0.8859,0.1141,105688.23
10,Groceries,79954,9578.94,0.8802,0.1198,59732.18
8,Food,16334,3237.71,0.8018,0.1982,10849.79
7,Rent,16692,4277.5,0.7437,0.2563,11117.49
2,Medical,51725,2572.32,0.9503,0.0497,34011.12
4,Shopping,49400,2100.64,0.9575,0.0425,32605.4
7,Bills,81989,10548.07,0.8713,0.1287,56610.92
9,Shopping,74898,11073.91,0.8521,0.1479,50816.7
11,Rent,87009,32046.11,0.6317,0.3683,63741.29
11,Food,20926,4711.2,0.7749,0.2251,14954.42
3,Travel,148311,3727.88,0.9749,0.0251,99513.78
6,Entertainment,177329,16172.86,0.9088,0.0912,118990.88
7,Travel,73656,9400.26,0.8724,0.1276,50198.94
8,Bills,39455,2918.82,0.926,0.074,26858.94
2,Food,45204,5973.5,0.8679,0.1321,32173.99
1,Bills,47712,3489.85,0.9269,0.0731,34058.05
9,Rent,46570,16948.37,0.6361,0.3639,31491.66
9,Shopping,334170,33657.83,0.8993,0.1007,236811.08
3,Groceries,28142,4580.22,0.8372,0.1628,19173.19
1,Medical,20617,1943.43,0.9057,0.0943,14581.34
8,Entertainment,145477,6251.03,0.957,0.043,96210.47
6,Food,140698,14411.74,0.8976,0.1024,97811.32
6,Rent,18905,6288.94,0.6673,0.3327,13392.83
2,Medical,68284,1791.35,0.9738,0.0262,44612.18
4,Rent,101889,35009.86,0.6564,0.3436,71242.89
3,Entertainment,21100,790.94,0.9625,0.0375,14637.57
6,Shopping,95959,13614.94,0.8581,0.1419,67343.4
8,Shopping,23556,2502.52,0.8938,0.1062,16029.55
11,Food,43533,5232.26,0.8798,0.1202,30648.16
11,Investment,65171,7441.11,0.8858,0.1142,44814.0
12,Rent,23437,8441.69,0.6398,0.3602,17868.61
4,Travel,26276,3839.81,0.8539,0.1461,17717.31
5,Entertainment,35498,3573.7,0.8993,0.1007,23124.69
8,Bills,428904,35572.86,0.9171,0.0829,283522.75
3,Investment,22477,4280.34,0.8096,0.1904,15945.04
11,Groceries,181846,16908.66,0.907,0.093,132162.15
2,Shopping,21530,1656.47,0.9231,0.0769,14934.67
11,Entertainment,130891,5634.83,0.957,0.043,91646.37
9,Bills,81449,8684.45,0.8934,0.1066,58563.12
4,Entertainment,351809,29403.82,0.9164,0.0836,252938.63
7,Groceries,485592,43604.88,0.9102,0.0898,347278.9
5,Shopping,45383,3793.46,0.9164,0.0836,31452.33
12,Rent,58830,23320.65,0.6036,0.3964,42540.0
4,Rent,22980,7686.33,0.6655,0.3345,15211.11
9,Food,44279,3244.55,0.9267,0.0733,31567.52
12,Entertainment,214245,10004.83,0.9533,0.0467,149725.47
8,Medical,188509,4892.49,0.974,0.026,132350.37
9,Travel,103467,11359.32,0.8902,0.1098,70668.75
9,Groceries,20638,3226.43,0.8437,0.1563,14406.21
3,Shopping,292106,18774.71,0.9357,0.0643,198564.6
2,Bills,110812,6570.29,0.9407,0.0593,73612.77
7,Investment,284227,38047.47,0.8661,0.1339,184839.96
4,Rent,171613,33036.53,0.8075,0.1925,120573.52
3,Shopping,43919,2971.13,0.9323,0.0677,30497.99
7,Shopping,154013,11391.67,0.926,0.074,109335.85
7,Food,47264,5916.31,0.8748,0.1252,32182.6
4,Shopping,305672,28070.04,0.9082,0.0918,218586.21
5,Rent,117064,20346.08,0.8262,0.1738,78749.98
1,Entertainment,78240,4391.45,0.9439,0.0561,51588.86
10,Medical,259850,13121.6,0.9495,0.0505,178131.99
1,Bills,438948,22886.71,0.9479,0.0521,293344.04
6,Investment,24382,1726.71,0.9292,0.0708,16295.15
9,Groceries,339969,30826.2,0.9093,0.0907,242084.46
11,Shopping,18576,2071.22,0.8885,0.1115,12931.36
2,Travel,144159,3337.41,0.9768,0.0232,101377.59
3,Rent,35763,9569.18,0.7324,0.2676,23968.44
1,Investment,55858,3460.63,0.938,0.062,39461.14
2,Medical,468867,20558.05,0.9562,0.0438,318759.71
1,Entertainment,197194,13982.2,0.9291,0.0709,129044.0
10,Travel,47875,9084.5,0.8102,0.1898,35769.4
10,Medical,47908,1964.67,0.959,0.041,34061.91
9,Entertainment,49774,2488.06,0.95,0.05,34678.34
8,Shopping,16116,832.6,0.9483,0.0517,11350.84
4,Food,27712,2551.13,0.9079,0.0921,19914.81
12,Groceries,377533,79844.24,0.7885,0.2115,272759.12
11,Travel,470297,45902.44,0.9024,0.0976,351413.55
11,Groceries,234384,28555.64,0.8782,0.1218,166852.91
9,Groceries,44770,4378.08,0.9022,0.0978,31292.01
10,Food,96220,19032.02,0.8022,0.1978,71240.51
7,Bills,290303,18939.5,0.9348,0.0652,188717.52
4,Groceries,156315,12615.72,0.9193,0.0807,102959.07
1,Medical,71777,2162.88,0.9699,0.0301,47654.5
1,Investment,40090,9383.49,0.7659,0.2341,28324.3
4,Travel,145283,20784.33,0.8569,0.1431,98507.44
4,Shopping,150018,6613.64,0.9559,0.0441,104304.17
5,Medical,16979,1037.75,0.9389,0.0611,11635.39
5,Shopping,121645,15592.61,0.8718,0.1282,84652.9
7,Medical,26695,574.32,0.9785,0.0215,18145.5
3,Bills,276547,12029.65,0.9565,0.0435,181991.82
4,Food,283009,48627.98,0.8282,0.1718,193389.87
5,Food,105421,12333.87,0.883,0.117,74787.89
3,Groceries,89495,12723.4,0.8578,0.1422,63652.68
5,Medical,161259,12339.2,0.9235,0.0765,109582.42
1,Investment,127952,11423.04,0.9107,0.0893,89851.15
5,Investment,440070,44217.63,0.8995,0.1005,306026.81
12,Rent,183090,48108.92,0.7372,0.2628,128086.53
1,Food,16993,2019.53,0.8812,0.1188,11391.84
9,Food,73998,8017.78,0.8916,0.1084,50094.03
11,Food,43992,8567.32,0.8053,0.1947,30613.68
9,Bills,230649,19045.56,0.9174,0.0826,149940.49
3,Shopping,154991,12284.75,0.9207,0.0793,106191.71
11,Food,399495,52636.34,0.8682,0.1318,280647.86
11,Entertainment,189387,4837.84,0.9745,0.0255,132391.24
8,Groceries,497260,54146.15,0.8911,0.1089,346601.73
10,Food,119935,11905.3,0.9007,0.0993,87307.37
10,Medical,26121,2560.39,0.902,0.098,19135.15
6,Medical,409576,30643.64,0.9252,0.0748,282143.95
1,Food,43684,5310.24,0.8784,0.1216,30764.79
11,Travel,184918,21473.93,0.8839,0.1161,131955.05
8,Investment,81779,7461.75,0.9088,0.0912,55087.25
2,Bills,59225,2688.83,0.9546,0.0454,39388.38
10,Investment,202926,36947.2,0.8179,0.1821,143988.23
8,Investment,129600,9572.1,0.9261,0.0739,90534.53
1,Food,106020,5820.43,0.9451,0.0549,69818.08
9,Investment,224204,52382.96,0.7664,0.2336,160449.03
9,Investment,99859,20379.33,0.7959,0.2041,66519.58
5,Travel,58455,4102.64,0.9298,0.0702,39431.34
7,Food,193538,17120.84,0.9115,0.0885,129337.64
9,Bills,31905,2779.56,0.9129,0.0871,21477.32
4,Shopping,157768,11948.13,0.9243,0.0757,112195.35
9,Groceries,193895,17150.79,0.9115,0.0885,129861.63
12,Travel,95572,13676.4,0.8569,0.1431,72595.72
10,Food,94584,14561.84,0.846,0.154,67608.61
2,Investment,190334,13986.74,0.9265,0.0735,125389.72
9,Medical,255722,19515.31,0.9237,0.0763,178755.36
8,Medical,95234,3561.12,0.9626,0.0374,65630.03
3,Medical,198327,3819.3,0.9807,0.0193,139447.24
2,Entertainment,16234,1072.87,0.9339,0.0661,11540.21
3,Medical,19528,796.56,0.9592,0.0408,13468.81
4,Entertainment,155261,11711.12,0.9246,0.0754,102679.24
7,Food,22735,3006.06,0.8678,0.1322,15074.53
5,Bills,131866,8696.98,0.934,0.066,91316.47
8,Shopping,36115,4100.66,0.8865,0.1135,25414.57
5,Shopping,58708,2668.05,0.9546,0.0454,41105.55
11,Medical,268872,19271.94,0.9283,0.0717,181259.68
8,Bills,277556,15364.82,0.9446,0.0554,194221.28
3,Food,17385,3110.92,0.8211,0.1789,11565.75
5,Travel,18649,3205.05,0.8281,0.1719,13124.86
12,Groceries,42720,6982.97,0.8365,0.1635,31661.17
6,Entertainment,109156,4686.19,0.9571,0.0429,75750.69
2,Shopping,196804,19936.99,0.8987,0.1013,135243.26
8,Rent,17274,5585.26,0.6767,0.3233,12322.06
11,Investment,126624,20317.13,0.8395,0.1605,93851.41
6,Bills,251092,23357.11,0.907,0.093,163218.54
3,Shopping,90521,10204.27,0.8873,0.1127,61877.43
5,Bills,93738,6596.11,0.9296,0.0704,62905.01
2,Medical,264237,14315.87,0.9458,0.0542,186000.57
3,Shopping,45085,2016.64,0.9553,0.0447,30537.51
11,Investment,22497,7698.12,0.6578,0.3422,16060.77
5,Bills,15240,1880.79,0.8766,0.1234,10484.73
10,Entertainment,490739,19075.57,0.9611,0.0389,362201.29
6,Medical,168523,10890.16,0.9354,0.0646,111565.71
11,Food,47036,9144.61,0.8056,0.1944,34066.59
3,Bills,352897,14097.11,0.9601,0.0399,248103.1
3,Medical,300732,23552.29,0.9217,0.0783,214229.67
10,Medical,53324,5290.55,0.9008,0.0992,36865.9
10,Medical,42069,2316.28,0.9449,0.0551,31946.14
8,Food,93586,7430.14,0.9206,0.0794,65202.22
3,Medical,15778,1337.94,0.9152,0.0848,10675.18
10,Groceries,23000,5266.04,0.771,0.229,16045.13
8,Shopping,48804,4848.32,0.9007,0.0993,31747.92
8,Bills,86619,7112.15,0.9179,0.0821,57243.94
7,Investment,72436,10132.8,0.8601,0.1399,50539.88
2,Travel,16818,1311.44,0.922,0.078,11254.17
7,Food,23804,5505.25,0.7687,0.2313,15983.7
7,Investment,91073,4264.08,0.9532,0.0468,63563.08
1,Groceries,32106,5482.95,0.8292,0.1708,21307.31
5,Medical,114199,7390.15,0.9353,0.0647,74739.8
3,Shopping,41179,3206.03,0.9221,0.0779,26778.06
9,Rent,48753,18153.47,0.6276,0.3724,34623.95
10,Shopping,136299,11405.34,0.9163,0.0837,99344.58
5,Travel,80428,3160.77,0.9607,0.0393,57552.43
3,Medical,183839,2429.51,0.9868,0.0132,129385.02
12,Entertainment,37870,5119.87,0.8648,0.1352,28582.17
4,Shopping,17030,1605.31,0.9057,0.0943,11521.94
3,Bills,105083,5128.03,0.9512,0.0488,70782.02
